Device ID,Timestamp,Location,Good Count,Total Count,Planned Time,Operating Time,Ideal Cycle Time
PKG001,03-12-2024,Plant B,26490,30000,370,355,0.71
PKG002,03-12-2024,Plant A,36357,42190,479,443,0.63
PKG003,03-12-2024,Plant B,30365,33085,393,386,0.7
PKG004,03-12-2024,Plant B,52516,56297,456,441,0.47
PKG001,04-12-2024,Plant A,43961,46829,366,320,0.41
PKG002,04-12-2024,Plant A,32739,37573,388,382,0.61
PKG003,04-12-2024,Plant A,27219,30369,379,329,0.65
PKG004,04-12-2024,Plant A,49327,50347,437,386,0.46
PKG001,05-12-2024,Plant B,26502,27975,406,373,0.8
PKG002,05-12-2024,Plant B,38254,39789,399,378,0.57
PKG003,05-12-2024,Plant A,44343,48576,431,421,0.52
PKG004,05-12-2024,Plant B,32540,34000,378,357,0.63
PKG001,06-12-2024,Plant A,50273,54450,375,363,0.4
PKG002,06-12-2024,Plant B,29000,33176,422,376,0.68
PKG003,06-12-2024,Plant B,46026,49914,435,391,0.47
PKG004,06-12-2024,Plant A,42130,42580,469,440,0.62
PKG001,07-12-2024,Plant A,38881,45428,420,371,0.49
PKG002,07-12-2024,Plant B,39365,43573,471,443,0.61
PKG003,07-12-2024,Plant A,31403,32513,407,401,0.74
PKG004,07-12-2024,Plant B,36178,39509,369,349,0.53
PKG001,08-12-2024,Plant B,47214,51840,463,432,0.5
PKG002,08-12-2024,Plant A,28794,33617,439,381,0.68
PKG003,08-12-2024,Plant B,27846,28714,374,335,0.7
PKG004,08-12-2024,Plant B,44122,46100,472,461,0.6
PKG001,09-12-2024,Plant B,38256,40821,393,381,0.56
PKG002,09-12-2024,Plant B,35770,36626,443,409,0.67
PKG003,09-12-2024,Plant A,36168,39000,401,351,0.54
PKG004,09-12-2024,Plant A,34486,36000,455,402,0.67
PKG001,10-12-2024,Plant B,28202,30514,412,356,0.7
PKG002,10-12-2024,Plant A,32463,33194,469,426,0.77
PKG003,10-12-2024,Plant A,27775,30553,370,331,0.65
PKG004,10-12-2024,Plant A,35050,39555,394,356,0.54
PKG001,11-12-2024,Plant B,32807,38557,406,392,0.61
PKG002,11-12-2024,Plant A,39605,41781,394,383,0.55
PKG003,11-12-2024,Plant B,45481,50285,391,352,0.42
PKG004,11-12-2024,Plant A,41937,47020,443,384,0.49
PKG001,12-12-2024,Plant A,61035,61756,465,422,0.41
PKG002,12-12-2024,Plant B,40213,46500,404,403,0.52
PKG003,12-12-2024,Plant A,29555,31058,384,352,0.68
PKG004,12-12-2024,Plant A,55724,58800,434,392,0.4
PKG001,13-12-2024,Plant A,29731,30428,377,355,0.7
PKG002,13-12-2024,Plant B,37177,41769,385,362,0.52
PKG003,13-12-2024,Plant A,49995,53744,453,421,0.47
PKG004,13-12-2024,Plant A,33992,34849,433,424,0.73
PKG001,14-12-2024,Plant B,31204,32647,412,370,0.68
PKG002,14-12-2024,Plant B,41468,45428,372,318,0.42
PKG003,14-12-2024,Plant B,52718,56400,477,470,0.5
PKG004,14-12-2024,Plant A,31220,33545,390,369,0.66
PKG001,15-12-2024,Plant B,30772,33352,434,378,0.68
PKG002,15-12-2024,Plant B,49725,50651,409,363,0.43
PKG003,15-12-2024,Plant A,39649,44478,360,341,0.46
PKG004,15-12-2024,Plant A,38329,39402,443,440,0.67
PKG001,16-12-2024,Plant B,31731,36931,360,357,0.58
PKG002,16-12-2024,Plant B,32909,37323,451,423,0.68
PKG003,16-12-2024,Plant A,32741,33705,394,382,0.68
PKG004,16-12-2024,Plant B,21396,24720,361,309,0.75
PKG001,17-12-2024,Plant A,46445,49764,453,423,0.51
PKG002,17-12-2024,Plant B,28378,30155,417,387,0.77
PKG003,17-12-2024,Plant B,35339,41142,432,384,0.56
PKG004,17-12-2024,Plant A,36636,42327,401,388,0.55
PKG001,18-12-2024,Plant B,28439,31391,391,361,0.69
PKG002,18-12-2024,Plant A,33695,35462,436,396,0.67
PKG003,18-12-2024,Plant B,60726,62195,433,425,0.41
PKG004,18-12-2024,Plant A,33028,36805,465,411,0.67
PKG001,19-12-2024,Plant B,28592,31500,394,336,0.64
PKG002,19-12-2024,Plant B,46720,50072,459,459,0.55
PKG003,19-12-2024,Plant A,44255,47563,475,436,0.55
PKG004,19-12-2024,Plant B,27841,28846,415,375,0.78
PKG001,20-12-2024,Plant A,42560,43800,385,365,0.5
PKG002,20-12-2024,Plant A,26414,27868,386,353,0.76
PKG003,20-12-2024,Plant A,30169,34909,451,448,0.77
PKG004,20-12-2024,Plant B,27587,32260,420,371,0.69
PKG001,21-12-2024,Plant A,29697,34394,420,407,0.71
PKG002,21-12-2024,Plant B,32729,36243,473,447,0.74
PKG003,21-12-2024,Plant A,34188,36985,454,413,0.67
PKG004,21-12-2024,Plant B,45358,49811,440,440,0.53
PKG001,22-12-2024,Plant B,39467,40862,411,395,0.58
PKG002,22-12-2024,Plant A,33146,37216,478,459,0.74
PKG003,22-12-2024,Plant B,22947,26640,366,333,0.75
PKG004,22-12-2024,Plant A,27261,31425,433,419,0.8
PKG001,23-12-2024,Plant B,32761,36333,384,327,0.54
PKG002,23-12-2024,Plant B,25149,28333,386,340,0.72
PKG003,23-12-2024,Plant A,60574,68487,471,468,0.41
PKG004,23-12-2024,Plant B,51851,61000,458,427,0.42
PKG001,24-12-2024,Plant B,25824,28784,400,379,0.79
PKG002,24-12-2024,Plant A,39728,43838,468,453,0.62
PKG003,24-12-2024,Plant A,36761,39762,439,391,0.59
PKG004,24-12-2024,Plant B,25979,26400,396,352,0.8
PKG001,25-12-2024,Plant A,26532,31164,406,348,0.67
PKG002,25-12-2024,Plant A,25149,25808,371,314,0.73
PKG003,25-12-2024,Plant B,49974,51673,426,422,0.49
PKG004,25-12-2024,Plant B,30519,32480,434,406,0.75
PKG001,26-12-2024,Plant A,32103,35068,374,339,0.58
PKG002,26-12-2024,Plant B,36452,38727,367,355,0.55
PKG003,26-12-2024,Plant B,42827,46526,454,442,0.57
PKG004,26-12-2024,Plant B,49561,50888,478,458,0.54
PKG001,27-12-2024,Plant A,29957,34881,402,343,0.59
PKG002,27-12-2024,Plant B,34883,37811,376,334,0.53
PKG003,27-12-2024,Plant A,33260,38000,436,418,0.66
PKG004,27-12-2024,Plant B,44029,45818,385,336,0.44
PKG001,28-12-2024,Plant B,30985,33230,412,360,0.65
PKG002,28-12-2024,Plant B,26829,28230,398,367,0.78
PKG003,28-12-2024,Plant A,32967,34000,365,306,0.54
PKG004,28-12-2024,Plant B,29800,33287,446,405,0.73
PKG001,29-12-2024,Plant B,27165,31391,384,361,0.69
PKG002,29-12-2024,Plant B,30604,31090,401,342,0.66
PKG003,29-12-2024,Plant A,38208,40477,471,452,0.67
PKG004,29-12-2024,Plant B,41229,42941,394,365,0.51
PKG001,30-12-2024,Plant A,36352,41660,427,368,0.53
PKG002,30-12-2024,Plant B,38841,42095,476,442,0.63
PKG003,30-12-2024,Plant A,31321,32756,460,404,0.74
PKG004,30-12-2024,Plant B,28755,32054,390,390,0.73
PKG001,31-12-2024,Plant A,27532,28160,361,352,0.75
PKG002,31-12-2024,Plant A,34443,37147,448,421,0.68
PKG003,31-12-2024,Plant A,36331,37770,419,384,0.61
PKG004,31-12-2024,Plant B,45984,49914,418,391,0.47
PKG001,01-01-2025,Plant B,28276,29718,376,317,0.64
PKG002,01-01-2025,Plant B,32085,36656,443,391,0.64
PKG003,01-01-2025,Plant A,33636,38238,461,427,0.67
PKG004,01-01-2025,Plant B,45004,51073,380,349,0.41
PKG001,02-01-2025,Plant B,33237,38806,411,401,0.62
PKG002,02-01-2025,Plant B,27341,30567,378,377,0.74
PKG003,02-01-2025,Plant A,45861,46641,412,412,0.53
PKG004,02-01-2025,Plant B,33273,35454,470,455,0.77
PKG001,03-01-2025,Plant A,29670,31120,446,389,0.75
PKG002,03-01-2025,Plant A,23933,27272,392,350,0.77
PKG003,03-01-2025,Plant B,38643,41433,392,366,0.53
PKG004,03-01-2025,Plant B,33714,37432,434,418,0.67
PKG001,04-01-2025,Plant B,22400,26131,387,331,0.76
PKG002,04-01-2025,Plant A,54864,56217,441,431,0.46
PKG003,04-01-2025,Plant B,32292,33500,368,335,0.6
PKG004,04-01-2025,Plant B,57293,62318,471,457,0.44
PKG001,05-01-2025,Plant B,48050,52363,406,384,0.44
PKG002,05-01-2025,Plant B,30507,31125,390,332,0.64
PKG003,05-01-2025,Plant B,33451,36983,397,376,0.61
PKG004,05-01-2025,Plant B,42783,43904,467,461,0.63
PKG001,06-01-2025,Plant B,30417,31292,385,339,0.65
PKG002,06-01-2025,Plant A,48426,56714,423,397,0.42
PKG003,06-01-2025,Plant A,55127,59428,432,416,0.42
PKG004,06-01-2025,Plant A,42733,44736,471,425,0.57
PKG001,07-01-2025,Plant A,25250,28575,399,381,0.8
PKG002,07-01-2025,Plant B,61635,64325,476,461,0.43
PKG003,07-01-2025,Plant B,36474,38520,365,321,0.5
PKG004,07-01-2025,Plant A,33541,34250,459,411,0.72
PKG001,08-01-2025,Plant A,40095,43200,470,432,0.6
PKG002,08-01-2025,Plant B,32558,34320,469,429,0.75
PKG003,08-01-2025,Plant A,46721,49375,426,395,0.48
PKG004,08-01-2025,Plant B,37195,42133,372,316,0.45
PKG001,09-01-2025,Plant B,33659,37862,410,366,0.58
PKG002,09-01-2025,Plant A,22302,25702,375,317,0.74
PKG003,09-01-2025,Plant B,29633,34727,436,382,0.66
PKG004,09-01-2025,Plant B,30146,30473,389,386,0.76
PKG001,10-01-2025,Plant A,40936,43830,443,431,0.59
PKG002,10-01-2025,Plant A,45890,48391,429,371,0.46
PKG003,10-01-2025,Plant B,31250,32542,367,320,0.59
PKG004,10-01-2025,Plant A,23299,23925,370,319,0.8
PKG001,11-01-2025,Plant B,52859,60571,454,424,0.42
PKG002,11-01-2025,Plant A,53619,60292,460,412,0.41
PKG003,11-01-2025,Plant A,50726,52408,433,428,0.49
PKG004,11-01-2025,Plant A,34623,35228,416,411,0.7
PKG001,12-01-2025,Plant B,39838,42290,471,437,0.62
PKG002,12-01-2025,Plant A,29537,32619,423,386,0.71
PKG003,12-01-2025,Plant B,25812,29368,411,372,0.76
PKG004,12-01-2025,Plant A,29848,34608,439,398,0.69
PKG001,13-01-2025,Plant A,45124,47672,439,437,0.55
PKG002,13-01-2025,Plant A,45273,46434,407,356,0.46
PKG003,13-01-2025,Plant A,57422,59142,448,414,0.42
PKG004,13-01-2025,Plant A,34057,38210,400,363,0.57
PKG001,14-01-2025,Plant A,45574,52754,467,466,0.53
PKG002,14-01-2025,Plant A,34317,38903,454,402,0.62
PKG003,14-01-2025,Plant B,30297,35172,386,340,0.58
PKG004,14-01-2025,Plant B,26382,30151,398,397,0.79
PKG001,15-01-2025,Plant B,26363,29391,388,338,0.69
PKG002,15-01-2025,Plant A,21315,25050,383,334,0.8
PKG003,15-01-2025,Plant B,25821,28684,407,349,0.73
PKG004,15-01-2025,Plant A,47178,47733,367,358,0.45
PKG001,16-01-2025,Plant B,27644,31235,403,354,0.68
PKG002,16-01-2025,Plant B,32803,37400,425,374,0.6
PKG003,16-01-2025,Plant A,55715,57272,469,420,0.44
PKG004,16-01-2025,Plant B,45079,48000,402,360,0.45
PKG001,17-01-2025,Plant A,35213,41320,408,365,0.53
PKG002,17-01-2025,Plant A,37639,42400,447,424,0.6
PKG003,17-01-2025,Plant B,29678,32054,432,390,0.73
PKG004,17-01-2025,Plant A,32981,34191,418,416,0.73
PKG001,18-01-2025,Plant B,35888,39540,423,402,0.61
PKG002,18-01-2025,Plant A,33394,34056,444,403,0.71
PKG003,18-01-2025,Plant A,37269,42535,414,397,0.56
PKG004,18-01-2025,Plant B,40427,45466,399,341,0.45
PKG001,19-01-2025,Plant B,48961,55534,403,398,0.43
PKG002,19-01-2025,Plant B,28845,30631,434,388,0.76
PKG003,19-01-2025,Plant A,29960,34984,388,379,0.65
PKG004,19-01-2025,Plant A,32774,35678,375,333,0.56
PKG001,20-01-2025,Plant B,28868,29333,369,352,0.72
PKG002,20-01-2025,Plant B,42149,47111,478,424,0.54
PKG003,20-01-2025,Plant B,26882,30591,387,362,0.71
PKG004,20-01-2025,Plant B,36579,39580,444,409,0.62
PKG001,21-01-2025,Plant A,28482,33380,434,395,0.71
PKG002,21-01-2025,Plant B,32495,33000,387,385,0.7
PKG003,21-01-2025,Plant A,25435,29680,411,371,0.75
PKG004,21-01-2025,Plant A,52788,58714,438,411,0.42
PKG001,22-01-2025,Plant A,45878,49384,431,428,0.52
PKG002,22-01-2025,Plant B,36468,37525,386,369,0.59
PKG003,22-01-2025,Plant B,52004,53707,393,367,0.41
PKG004,22-01-2025,Plant A,48955,54837,432,393,0.43
PKG001,23-01-2025,Plant B,29416,32865,368,367,0.67
PKG002,23-01-2025,Plant B,48537,51600,448,430,0.5
PKG003,23-01-2025,Plant B,33062,38347,475,441,0.69
PKG004,23-01-2025,Plant B,25741,29260,365,356,0.73
PKG001,24-01-2025,Plant A,33780,37238,414,391,0.63
PKG002,24-01-2025,Plant A,41790,42913,370,329,0.46
PKG003,24-01-2025,Plant B,43987,45576,412,395,0.52
PKG004,24-01-2025,Plant A,56378,59142,425,414,0.42
PKG001,25-01-2025,Plant B,41590,46111,475,415,0.54
PKG002,25-01-2025,Plant A,27063,28784,401,379,0.79
PKG003,25-01-2025,Plant A,28539,32571,392,380,0.7
PKG004,25-01-2025,Plant A,31166,32718,365,349,0.64
PKG001,26-01-2025,Plant A,26813,31432,401,351,0.67
PKG002,26-01-2025,Plant B,32015,34881,402,343,0.59
PKG003,26-01-2025,Plant B,44531,48679,446,430,0.53
PKG004,26-01-2025,Plant A,31296,32289,444,409,0.76
PKG001,27-01-2025,Plant A,32800,33894,379,322,0.57
PKG002,27-01-2025,Plant A,31340,36821,448,448,0.73
PKG003,27-01-2025,Plant B,55709,56651,465,406,0.43
PKG004,27-01-2025,Plant A,26233,29526,395,374,0.76
PKG001,28-01-2025,Plant A,29940,32123,403,348,0.65
PKG002,28-01-2025,Plant B,47732,56133,424,421,0.45
PKG003,28-01-2025,Plant A,32986,35095,478,427,0.73
PKG004,28-01-2025,Plant B,29228,30311,408,389,0.77
PKG001,29-01-2025,Plant B,40908,41444,407,373,0.54
PKG002,29-01-2025,Plant B,46126,48000,444,400,0.5
PKG003,29-01-2025,Plant B,42180,46320,414,386,0.5
PKG004,29-01-2025,Plant B,28479,32583,412,391,0.72
PKG001,30-01-2025,Plant B,44329,46965,458,454,0.58
PKG002,30-01-2025,Plant A,39148,45125,365,361,0.48
PKG003,30-01-2025,Plant A,32744,35671,439,434,0.73
PKG004,30-01-2025,Plant A,35072,41018,427,376,0.55
PKG001,31-01-2025,Plant B,48247,49777,461,448,0.54
PKG002,31-01-2025,Plant A,28316,30685,416,358,0.7
PKG003,31-01-2025,Plant B,32781,37764,428,428,0.68
PKG004,31-01-2025,Plant B,24721,26384,388,343,0.78
PKG001,01-02-2025,Plant A,39110,44400,371,333,0.45
PKG002,01-02-2025,Plant B,47070,50478,408,387,0.46
PKG003,01-02-2025,Plant B,27002,28388,371,317,0.67
PKG004,01-02-2025,Plant B,54664,63300,466,422,0.4
PKG001,02-02-2025,Plant B,32736,33633,427,398,0.71
PKG002,02-02-2025,Plant B,25926,27534,360,335,0.73
PKG003,02-02-2025,Plant B,41341,47106,429,369,0.47
PKG004,02-02-2025,Plant A,42101,47890,452,439,0.55
PKG001,03-02-2025,Plant B,29081,30500,374,366,0.72
PKG002,03-02-2025,Plant B,30114,32776,379,366,0.67
PKG003,03-02-2025,Plant A,28348,29532,433,379,0.77
PKG004,03-02-2025,Plant A,33377,34567,403,386,0.67
PKG001,04-02-2025,Plant A,28247,29671,388,361,0.73
PKG002,04-02-2025,Plant A,57279,62318,469,457,0.44
PKG003,04-02-2025,Plant A,30013,33391,427,384,0.69
PKG004,04-02-2025,Plant A,56844,60837,436,436,0.43
PKG001,05-02-2025,Plant B,35228,37714,434,396,0.63
PKG002,05-02-2025,Plant A,38503,39272,413,360,0.55
PKG003,05-02-2025,Plant B,23348,24000,368,316,0.79
PKG004,05-02-2025,Plant B,39991,44225,480,457,0.62
PKG001,06-02-2025,Plant A,48304,53581,411,384,0.43
PKG002,06-02-2025,Plant A,28891,29250,370,312,0.64
PKG003,06-02-2025,Plant B,33857,36642,370,342,0.56
PKG004,06-02-2025,Plant B,37823,44237,442,435,0.59
PKG001,07-02-2025,Plant B,59552,63545,470,466,0.44
PKG002,07-02-2025,Plant A,67974,69900,466,466,0.4
PKG003,07-02-2025,Plant A,30915,31315,387,381,0.73
PKG004,07-02-2025,Plant B,29173,34032,394,346,0.61
PKG001,08-02-2025,Plant B,56233,57750,423,385,0.4
PKG002,08-02-2025,Plant A,43759,50375,414,403,0.48
PKG003,08-02-2025,Plant B,44824,45767,374,328,0.43
PKG004,08-02-2025,Plant A,34503,39049,400,397,0.61
PKG001,09-02-2025,Plant A,30291,32583,414,391,0.72
PKG002,09-02-2025,Plant A,36356,40034,418,387,0.58
PKG003,09-02-2025,Plant B,46909,48800,411,366,0.45
PKG004,09-02-2025,Plant B,51920,59045,440,433,0.44
PKG001,10-02-2025,Plant A,30236,30916,373,371,0.72
PKG002,10-02-2025,Plant A,29052,33949,450,447,0.79
PKG003,10-02-2025,Plant B,31440,33971,453,402,0.71
PKG004,10-02-2025,Plant A,45607,50341,389,344,0.41
PKG001,11-02-2025,Plant A,39401,41272,456,454,0.66
PKG002,11-02-2025,Plant A,29015,33947,448,430,0.76
PKG003,11-02-2025,Plant A,46965,47625,427,381,0.48
PKG004,11-02-2025,Plant B,38102,38896,411,376,0.58
PKG001,12-02-2025,Plant A,27089,31315,413,381,0.73
PKG002,12-02-2025,Plant B,32048,37125,437,396,0.64
PKG003,12-02-2025,Plant A,34380,38347,470,441,0.69
PKG004,12-02-2025,Plant A,53254,58800,450,392,0.4
PKG001,13-02-2025,Plant B,38203,44032,469,455,0.62
PKG002,13-02-2025,Plant A,36775,42255,384,331,0.47
PKG003,13-02-2025,Plant B,29131,30695,381,353,0.69
PKG004,13-02-2025,Plant A,29745,33272,393,366,0.66
PKG001,14-02-2025,Plant B,39916,43263,450,411,0.57
PKG002,14-02-2025,Plant A,44518,47760,417,398,0.5
PKG003,14-02-2025,Plant B,33934,38108,479,470,0.74
PKG004,14-02-2025,Plant A,46493,47538,431,412,0.52
PKG001,15-02-2025,Plant A,48445,49714,461,406,0.49
PKG002,15-02-2025,Plant A,35788,39056,370,345,0.53
PKG003,15-02-2025,Plant B,40537,43500,448,435,0.6
PKG004,15-02-2025,Plant A,39051,45666,427,411,0.54
PKG001,16-02-2025,Plant B,42722,45647,446,388,0.51
PKG002,16-02-2025,Plant A,25848,29688,421,381,0.77
PKG003,16-02-2025,Plant A,57790,59285,458,415,0.42
PKG004,16-02-2025,Plant A,31985,33441,429,379,0.68
PKG001,17-02-2025,Plant A,30639,35901,419,365,0.61
PKG002,17-02-2025,Plant A,29193,30868,399,391,0.76
PKG003,17-02-2025,Plant A,37813,40761,466,428,0.63
PKG004,17-02-2025,Plant B,34827,40777,370,367,0.54
PKG001,18-02-2025,Plant B,40443,43428,471,456,0.63
PKG002,18-02-2025,Plant A,45934,46862,479,453,0.58
PKG003,18-02-2025,Plant B,21576,24227,375,319,0.79
PKG004,18-02-2025,Plant B,47956,55659,455,436,0.47
PKG001,19-02-2025,Plant A,51439,54857,423,384,0.42
PKG002,19-02-2025,Plant B,52880,57512,403,393,0.41
PKG003,19-02-2025,Plant B,43060,47433,430,419,0.53
PKG004,19-02-2025,Plant A,27357,28753,372,369,0.77
PKG001,20-02-2025,Plant B,39209,45310,449,438,0.58
PKG002,20-02-2025,Plant A,40149,46641,417,412,0.53
PKG003,20-02-2025,Plant B,30909,32461,446,422,0.78
PKG004,20-02-2025,Plant B,41691,47000,474,423,0.54
PKG001,21-02-2025,Plant B,49194,55102,450,450,0.49
PKG002,21-02-2025,Plant A,36381,37523,452,394,0.63
PKG003,21-02-2025,Plant B,45585,52390,405,358,0.41
PKG004,21-02-2025,Plant A,47484,50608,418,388,0.46
PKG001,22-02-2025,Plant A,24962,25575,386,341,0.8
PKG002,22-02-2025,Plant B,44994,47755,427,390,0.49
PKG003,22-02-2025,Plant B,57588,61902,426,423,0.41
PKG004,22-02-2025,Plant B,45327,49080,416,409,0.5
PKG001,23-02-2025,Plant A,40839,43200,408,360,0.5
PKG002,23-02-2025,Plant B,31939,33582,381,375,0.67
PKG003,23-02-2025,Plant B,46769,47491,476,467,0.59
PKG004,23-02-2025,Plant A,46865,55000,457,440,0.48
PKG001,24-02-2025,Plant A,33590,38470,368,327,0.51
PKG002,24-02-2025,Plant A,33308,36328,458,442,0.73
PKG003,24-02-2025,Plant A,31764,34818,389,383,0.66
PKG004,24-02-2025,Plant B,28095,31522,410,352,0.67
PKG001,25-02-2025,Plant B,33893,38538,365,334,0.52
PKG002,25-02-2025,Plant A,31289,36514,458,426,0.7
PKG003,25-02-2025,Plant A,31699,35689,383,345,0.58
PKG004,25-02-2025,Plant A,32666,34029,416,380,0.67
PKG001,26-02-2025,Plant B,24441,27789,403,352,0.76
PKG002,26-02-2025,Plant B,36362,38655,432,393,0.61
PKG003,26-02-2025,Plant B,32996,35689,373,345,0.58
PKG004,26-02-2025,Plant A,35017,39387,430,407,0.62
PKG001,27-02-2025,Plant A,31132,34656,441,387,0.67
PKG002,27-02-2025,Plant A,34676,36181,422,398,0.66
PKG003,27-02-2025,Plant B,40339,43959,389,359,0.49
PKG004,27-02-2025,Plant B,35661,37500,476,450,0.72
PKG001,28-02-2025,Plant A,33697,38419,399,397,0.62
PKG002,28-02-2025,Plant B,35881,37137,370,359,0.58
PKG003,28-02-2025,Plant B,39698,46266,391,347,0.45
PKG004,28-02-2025,Plant A,38910,40645,472,420,0.62
PKG001,01-03-2025,Plant A,43573,44933,369,337,0.45
PKG002,01-03-2025,Plant A,43314,44500,383,356,0.48
PKG003,01-03-2025,Plant A,31823,32961,466,423,0.77
PKG004,01-03-2025,Plant A,50876,54625,457,437,0.48
PKG001,02-03-2025,Plant A,27984,28320,365,354,0.75
PKG002,02-03-2025,Plant A,23691,26630,380,324,0.73
PKG003,02-03-2025,Plant A,33546,38754,449,394,0.61
PKG004,02-03-2025,Plant B,39582,40285,375,329,0.49
PKG001,03-03-2025,Plant B,44329,49043,382,376,0.46
PKG002,03-03-2025,Plant B,30791,31451,381,325,0.62
PKG003,03-03-2025,Plant A,32506,36900,383,369,0.6
PKG004,03-03-2025,Plant A,29648,34864,463,430,0.74
PKG001,04-03-2025,Plant B,29542,33130,406,381,0.69
PKG002,04-03-2025,Plant B,50613,54428,407,381,0.42
PKG003,04-03-2025,Plant A,26728,30000,407,385,0.77
PKG004,04-03-2025,Plant A,29652,30615,408,398,0.78
PKG001,05-03-2025,Plant A,40191,41684,440,396,0.57
PKG002,05-03-2025,Plant B,29949,32368,454,410,0.76
PKG003,05-03-2025,Plant A,30591,34333,456,412,0.72
PKG004,05-03-2025,Plant B,60356,62700,426,418,0.4
PKG001,06-03-2025,Plant A,42221,42813,444,421,0.59
PKG002,06-03-2025,Plant B,30966,32347,407,372,0.69
PKG003,06-03-2025,Plant B,28931,30240,412,378,0.75
PKG004,06-03-2025,Plant A,34243,35432,476,437,0.74
PKG001,07-03-2025,Plant A,41175,45913,397,352,0.46
PKG002,07-03-2025,Plant A,25414,28860,426,380,0.79
PKG003,07-03-2025,Plant A,29315,31432,397,351,0.67
PKG004,07-03-2025,Plant B,27724,31628,416,369,0.7
PKG001,08-03-2025,Plant A,30921,31304,368,360,0.69
PKG002,08-03-2025,Plant A,41034,44444,404,400,0.54
PKG003,08-03-2025,Plant B,38349,43346,372,354,0.49
PKG004,08-03-2025,Plant B,38322,40384,375,350,0.52
PKG001,09-03-2025,Plant B,30940,33457,367,329,0.59
PKG002,09-03-2025,Plant A,32029,34114,428,398,0.7
PKG003,09-03-2025,Plant A,52845,57702,477,452,0.47
PKG004,09-03-2025,Plant B,44077,44754,457,455,0.61
PKG001,10-03-2025,Plant B,31589,35230,469,458,0.78
PKG002,10-03-2025,Plant B,49373,52695,464,404,0.46
PKG003,10-03-2025,Plant A,52481,59860,468,429,0.43
PKG004,10-03-2025,Plant A,39324,46210,452,439,0.57
PKG001,11-03-2025,Plant A,35030,37473,363,356,0.57
PKG002,11-03-2025,Plant B,43182,47789,465,454,0.57
PKG003,11-03-2025,Plant B,32362,34272,413,377,0.66
PKG004,11-03-2025,Plant B,39289,41563,420,381,0.55
PKG001,12-03-2025,Plant A,33858,36677,436,379,0.62
PKG002,12-03-2025,Plant A,39774,45200,379,339,0.45
PKG003,12-03-2025,Plant B,26465,31081,369,316,0.61
PKG004,12-03-2025,Plant B,45517,50264,460,444,0.53
PKG001,13-03-2025,Plant A,38445,42590,446,433,0.61
PKG002,13-03-2025,Plant A,47325,49666,457,447,0.54
PKG003,13-03-2025,Plant B,55669,60857,442,426,0.42
PKG004,13-03-2025,Plant B,30778,32368,470,410,0.76
PKG001,14-03-2025,Plant A,37112,39578,428,376,0.57
PKG002,14-03-2025,Plant A,34268,34732,468,411,0.71
PKG003,14-03-2025,Plant B,39006,40928,424,382,0.56
PKG004,14-03-2025,Plant B,40524,42000,469,448,0.64
PKG001,15-03-2025,Plant B,44603,49584,454,438,0.53
PKG002,15-03-2025,Plant A,33382,37016,371,364,0.59
PKG003,15-03-2025,Plant A,39815,42960,411,358,0.5
PKG004,15-03-2025,Plant B,27661,30162,421,372,0.74
PKG001,16-03-2025,Plant B,31074,32818,385,361,0.66
PKG002,16-03-2025,Plant B,55142,60585,432,414,0.41
PKG003,16-03-2025,Plant A,48188,52604,411,377,0.43
PKG004,16-03-2025,Plant B,44257,46641,419,412,0.53
PKG001,17-03-2025,Plant A,29872,33287,422,405,0.73
PKG002,17-03-2025,Plant A,36854,38557,418,392,0.61
PKG003,17-03-2025,Plant B,29632,30000,385,345,0.69
PKG004,17-03-2025,Plant B,25173,25916,360,311,0.72
PKG001,18-03-2025,Plant B,54471,56511,459,405,0.43
PKG002,18-03-2025,Plant A,22387,25139,390,331,0.79
PKG003,18-03-2025,Plant A,32464,33656,398,359,0.64
PKG004,18-03-2025,Plant B,33575,38068,383,368,0.58
PKG001,19-03-2025,Plant A,49111,50823,466,432,0.51
PKG002,19-03-2025,Plant B,24200,28347,378,326,0.69
PKG003,19-03-2025,Plant B,46993,49148,386,385,0.47
PKG004,19-03-2025,Plant B,35147,41222,431,371,0.54
PKG001,20-03-2025,Plant B,26187,30307,418,394,0.78
PKG002,20-03-2025,Plant B,27409,30227,436,398,0.79
PKG003,20-03-2025,Plant A,53494,54731,420,374,0.41
PKG004,20-03-2025,Plant B,27191,29416,361,353,0.72
PKG001,21-03-2025,Plant B,41487,43758,442,423,0.58
PKG002,21-03-2025,Plant A,53781,54418,398,390,0.43
PKG003,21-03-2025,Plant B,33987,34666,452,416,0.72
PKG004,21-03-2025,Plant A,28993,33000,409,385,0.7
PKG001,22-03-2025,Plant A,37204,38888,393,350,0.54
PKG002,22-03-2025,Plant A,30846,34272,384,377,0.66
PKG003,22-03-2025,Plant A,48821,52415,473,463,0.53
PKG004,22-03-2025,Plant B,37918,40434,476,465,0.69
PKG001,23-03-2025,Plant A,25559,27538,370,358,0.78
PKG002,23-03-2025,Plant A,36957,41263,452,392,0.57
PKG003,23-03-2025,Plant B,48914,54285,413,380,0.42
PKG004,23-03-2025,Plant A,42310,46188,468,408,0.53
PKG001,24-03-2025,Plant A,39795,43358,400,383,0.53
PKG002,24-03-2025,Plant A,30952,32032,370,331,0.62
PKG003,24-03-2025,Plant B,34831,35531,411,379,0.64
PKG004,24-03-2025,Plant A,47227,54571,385,382,0.42
PKG001,25-03-2025,Plant B,29740,31378,444,387,0.74
PKG002,25-03-2025,Plant B,33483,34666,407,364,0.63
